a_true,b_true,theta_true,beta,a_hat,b_hat,theta_hat,a_absolute_error,b_absolute_error,theta_absolute_error,a_relative_error,b_relative_error,theta_relative_error,fitted_intercept,num_cascades,num_observations,num_activations,y_positive_rate,m_in_count,m_in_mean,m_in_std,m_in_min,m_in_q25,m_in_median,m_in_q75,m_in_max,m_out_count,m_out_mean,m_out_std,m_out_min,m_out_q25,m_out_median,m_out_q75,m_out_max,degree_count,degree_mean,degree_std,degree_min,degree_q25,degree_median,degree_q75,degree_max
0.8,0.4,0.1,5.0,0.7874684671359748,0.3949462568983723,0.09847343628518647,0.012531532864025197,0.005053743101627706,0.0015265637148135364,0.015664416080031496,0.012634357754069264,0.015265637148135364,-0.0005083362717436405,30,157650,64320,0.40799238820171263,157650.0,6.435661274976213,13.167160489623964,0.0,0.0,1.0,7.0,250.0,157650.0,2.820520139549635,6.079719673802359,0.0,0.0,0.0,3.0,101.0,157650.0,55.01209641611164,48.57940944949973,1.0,19.0,40.0,77.0,436.0
