network,status,skip_reason,num_nodes,num_edges,num_communities,original_num_nodes,original_num_edges,sampled,sampling_method,a_true,b_true,theta_true,beta,a_hat,b_hat,theta_hat,a_abs_error,b_abs_error,theta_abs_error,a_rel_error,b_rel_error,theta_rel_error,num_exposure_rows,positive_y_rate,valid_exposure_rate,n_cascades,max_steps,seed_size,zero_exposure_rate,m_in_std,m_out_std,degree_std,design_condition_number,fit_iterations
orkut,ok,,4621,36745,2,4621,36745,False,none,0.8,0.4,0.1,5.0,0.8000734844961699,0.39955232650693867,0.09993971659184944,7.348449616983999e-05,0.0004476734930613513,6.028340815056321e-05,9.185562021229998e-05,0.0011191837326533782,0.0006028340815056321,2304869,0.20027168572270268,1.0,100,20,5,0.6030824311490154,2.4291637336302414,1.6016795775625419,16.01957188001679,1.5379628261077458,18
orkut,ok,,4621,36745,2,4621,36745,False,none,0.8,0.4,0.15,5.0,0.8006538936503433,0.4011801489282899,0.1501722723350259,0.0006538936503432957,0.0011801489282898814,0.000172272335025897,0.0008173670629291196,0.0029503723207247035,0.0011484822335059801,4643996,0.09939694177169833,1.0,100,20,5,0.5971189467002125,2.0525227005626743,1.4080240755211162,15.907307372800252,1.560954469253297,23
orkut,ok,,4621,36745,2,4621,36745,False,none,0.8,0.6,0.05,5.0,0.800607372486587,0.6009355548140971,0.05009081874599525,0.0006073724865869323,0.0009355548140971282,9.08187459952442e-05,0.0007592156082336654,0.0015592580234952136,0.001816374919904884,1221619,0.3778575808005606,1.0,100,20,5,0.5999309113561593,3.135324124956167,1.7546788349250297,15.896616489195717,1.709257217949126,27
orkut,ok,,4621,36745,2,4621,36745,False,none,0.8,0.6,0.1,5.0,0.798302848932597,0.5977504236379896,0.0997660070561193,0.001697151067403091,0.002249576362010397,0.000233992943880712,0.0021214388342538637,0.003749293936683995,0.00233992943880712,2194044,0.21038775885989525,1.0,100,20,5,0.6105470081730358,2.549583056749632,1.4304513399313439,15.976248012318969,1.6243079493210213,22
orkut,ok,,4621,36745,2,4621,36745,False,none,0.8,0.6,0.15,5.0,0.8006969570866052,0.6004067671936406,0.15020477433246796,0.00069695708660511,0.00040676719364063363,0.00020477433246796073,0.0008711963582563875,0.0006779453227343895,0.0013651622164530717,4144811,0.11136816612385944,1.0,100,20,5,0.6149370863954955,2.0595027075648034,1.2329598898210663,15.827778317468162,1.6458857716556972,22
orkut,ok,,4621,36745,2,4621,36745,False,none,1.0,0.2,0.05,5.0,1.0043690436775423,0.20112614911105356,0.050231737863653966,0.004369043677542317,0.0011261491110535482,0.00023173786365396354,0.004369043677542317,0.005630745555267741,0.004634757273079271,1212724,0.3806084484186014,1.0,100,20,5,0.5949457584743107,3.1488100547040885,2.4690142439519045,15.783180799477043,1.4620857326072025,23
orkut,ok,,4621,36745,2,4621,36745,False,none,1.0,0.2,0.1,5.0,0.999928454378504,0.20030483212737193,0.09985357489281427,7.15456214960275e-05,0.00030483212737192344,0.0001464251071857381,7.15456214960275e-05,0.0015241606368596172,0.001464251071857381,2083277,0.22156967124391044,1.0,100,20,5,0.6091340709852795,2.4892135525381764,2.198878061015803,15.951172801806447,1.4227660689364365,21
orkut,ok,,4621,36745,2,4621,36745,False,none,1.0,0.2,0.15,5.0,0.9992133908155431,0.19935866659077123,0.1498402232508485,0.0007866091844569434,0.0006413334092287837,0.0001597767491514912,0.0007866091844569434,0.0032066670461439184,0.001065178327676608,3740465,0.12340444303047883,1.0,100,20,5,0.6125195664175443,2.1322880384701075,2.1071250370045407,15.928395760546948,1.4130663274598476,19
orkut,ok,,4621,36745,2,4621,36745,False,none,1.0,0.4,0.05,5.0,0.9959282333954095,0.3994245975550347,0.04990308695752609,0.004071766604590521,0.000575402444965345,9.691304247391036e-05,0.004071766604590521,0.0014385061124133625,0.0019382608494782072,1188466,0.38839647074464057,1.0,100,20,5,0.6039137846602258,3.1643627029232744,2.1660053981823757,15.754103876417394,1.5593690942722156,18
orkut,ok,,4621,36745,2,4621,36745,False,none,1.0,0.4,0.1,5.0,1.001642694018759,0.4006725220697674,0.10023810005220979,0.00164269401875905,0.0006725220697673673,0.00023810005220978314,0.00164269401875905,0.0016813051744184182,0.0023810005220978314,2024197,0.22803956334289596,1.0,100,20,5,0.6200913251032385,2.5498455542466347,1.775339090495182,15.96464705394665,1.5022074386672692,18
orkut,ok,,4621,36745,2,4621,36745,False,none,1.0,0.4,0.15,5.0,1.0025291932442806,0.4015818423604137,0.15042635098597792,0.002529193244280581,0.0015818423604136989,0.0004263509859779302,0.002529193244280581,0.003954605901034247,0.002842339906519535,3524821,0.1309567209228497,1.0,100,20,5,0.6239638835560728,2.147712593487951,1.552893042677978,15.947325658459329,1.4957810740989572,24
orkut,ok,,4621,36745,2,4621,36745,False,none,1.0,0.6,0.05,5.0,1.004169039471523,0.5984953412217807,0.05010956185114818,0.004169039471523028,0.0015046587782192589,0.00010956185114817385,0.004169039471523028,0.0025077646303654317,0.002191237022963477,1173012,0.39351686086757853,1.0,100,20,5,0.6102247888342148,3.1640066930804007,1.8707133806935508,15.725938339612282,1.6409498211071343,25
orkut,ok,,4621,36745,2,4621,36745,False,none,1.0,0.6,0.1,5.0,0.9983731506624516,0.6002585181091539,0.09991601271552238,0.0016268493375484194,0.0002585181091538935,8.39872844776296e-05,0.0016268493375484194,0.0004308635152564892,0.000839872844776296,1949793,0.23674205415651817,1.0,100,20,5,0.626767046553147,2.5903717545087,1.547193021443829,15.937865187833319,1.5651239673442352,25
orkut,ok,,4621,36745,2,4621,36745,False,none,1.0,0.6,0.15,5.0,0.9996262072007178,0.5984509473839004,0.14992024927208075,0.0003737927992821799,0.001549052616099611,7.97507279192422e-05,0.0003737927992821799,0.0025817543601660184,0.0005316715194616147,3352332,0.13769519248093565,1.0,100,20,5,0.633480514459785,2.1651599312188377,1.3341849591117636,15.912131116222305,1.5865637286128302,24
