network,status,skip_reason,num_nodes,num_edges,num_communities,original_num_nodes,original_num_edges,sampled,sampling_method,a_true,b_true,theta_true,beta,a_hat,b_hat,theta_hat,a_abs_error,b_abs_error,theta_abs_error,a_rel_error,b_rel_error,theta_rel_error,num_exposure_rows,positive_y_rate,valid_exposure_rate,n_cascades,max_steps,seed_size,zero_exposure_rate,m_in_std,m_out_std,degree_std,design_condition_number,fit_iterations
youtube,ok,,3269,14510,2,3269,14510,False,none,1.0,0.2,0.1,5.0,0.9962276969554248,0.1987765465587935,0.09969826852304345,0.0037723030445752093,0.0012234534412065012,0.0003017314769565571,0.0037723030445752093,0.006117267206032506,0.003017314769565571,973107,0.33538449523022645,1.0,100,20,5,0.6789068416936678,2.4452139406076596,2.4255339663002085,23.294478489732313,2.896103997666577,15
youtube,ok,,3269,14510,2,3269,14510,False,none,1.0,0.2,0.15,5.0,1.0018838831557335,0.20035669191291133,0.15034630418585598,0.0018838831557335123,0.0003566919129113222,0.000346304185855989,0.0018838831557335123,0.001783459564556611,0.00230869457237326,1403069,0.23261151090929955,1.0,100,20,5,0.6772446686513636,2.50825787812749,2.5031253497459054,23.97856437975162,2.7851655535102946,21
youtube,ok,,3269,14510,2,3269,14510,False,none,1.0,0.4,0.05,5.0,0.9986587842911303,0.39571542592431647,0.04982990750066771,0.0013412157088696919,0.004284574075683556,0.00017009249933229442,0.0013412157088696919,0.01071143518920889,0.0034018499866458884,708336,0.4607869711549321,1.0,100,20,5,0.7012604187843058,2.5198736787239433,2.0343599122983917,22.08300589750599,2.9991445740567526,22
youtube,ok,,3269,14510,2,3269,14510,False,none,1.0,0.4,0.1,5.0,1.0034128252563173,0.40040355429143704,0.10028732682616241,0.0034128252563172534,0.0004035542914370138,0.0002873268261624068,0.0034128252563172534,0.0010088857285925346,0.002873268261624068,941610,0.346631832712057,1.0,100,20,5,0.6900309045146079,2.346635775238092,2.0671380798132337,23.17604910118479,2.8902667673762465,19
youtube,ok,,3269,14510,2,3269,14510,False,none,1.0,0.4,0.15,5.0,0.9995807566076435,0.39843882610478815,0.14974706176599023,0.0004192433923565497,0.0015611738952118759,0.0002529382340097641,0.0004192433923565497,0.0039029347380296897,0.0016862548933984276,1337418,0.24404785938278084,1.0,100,20,5,0.6935819616604532,2.4673920363962507,2.2188377256487115,23.906870036676953,2.8505827464545797,19
youtube,ok,,3269,14510,2,3269,14510,False,none,1.0,0.6,0.05,5.0,0.992609063215343,0.5998550786416369,0.050009054362118076,0.007390936784656965,0.0001449213583630815,9.054362118073034e-06,0.007390936784656965,0.00024153559727180252,0.00018108724236146068,701921,0.4650095950968841,1.0,100,20,5,0.7051705248881285,2.5500613248189827,2.0446355921572668,21.95014385843111,3.068554502107228,21
youtube,ok,,3269,14510,2,3269,14510,False,none,1.0,0.6,0.1,5.0,0.9942348184011868,0.599382654453344,0.09970874259336493,0.005765181598813229,0.0006173455466559341,0.00029125740663507593,0.005765181598813229,0.0010289092444265568,0.0029125740663507593,910580,0.35844955962134023,1.0,100,20,5,0.6953227613169628,2.3361000911309495,1.9151576575529792,22.928387111880124,2.9472460748867024,21
youtube,ok,,3269,14510,2,3269,14510,False,none,1.0,0.6,0.15,5.0,0.999972549785093,0.5972717198612659,0.1498811456426883,2.7450214907021042e-05,0.0027282801387340516,0.00011885435731168181,2.7450214907021042e-05,0.004547133564556753,0.0007923623820778788,1283739,0.2542549536938583,1.0,100,20,5,0.7056122778851465,2.3789723343277287,1.949577297437498,23.72302065002236,2.843026679571388,20
orkut,ok,,4621,36745,2,4621,36745,False,none,0.6,0.2,0.05,5.0,0.5993549313529865,0.19918041008424867,0.04994689471439946,0.0006450686470135247,0.0008195899157513453,5.310528560054095e-05,0.001075114411689208,0.004097949578756727,0.001062105712010819,1376485,0.3353367454058708,1.0,100,20,5,0.5667617155290469,3.016867820521,2.3089029581664358,16.03771412615079,1.5110242621507335,27
orkut,ok,,4621,36745,2,4621,36745,False,none,0.6,0.2,0.1,5.0,0.6000133427185486,0.19994755243497547,0.10004101995275243,1.3342718548581267e-05,5.244756502453818e-05,4.101995275242187e-05,2.2237864247635446e-05,0.0002622378251226909,0.00041019952752421873,3077560,0.14998830242139877,1.0,100,20,5,0.5569187928098883,2.407990986226319,1.910784868475319,16.06637372202124,1.4750212408474548,15
orkut,ok,,4621,36745,2,4621,36745,False,none,0.6,0.2,0.15,5.0,0.5995608698198086,0.19950637282592681,0.14997016426784607,0.0004391301801913716,0.0004936271740731968,2.9835732153926653e-05,0.000731883633652286,0.002468135870365984,0.0001989048810261777,6288982,0.0367498269195237,1.0,100,20,5,0.6376731560052168,0.9144203677460887,0.7821419925894497,15.476978597001192,1.25137060927214,22
orkut,ok,,4621,36745,2,4621,36745,False,none,0.6,0.4,0.05,5.0,0.5988607722901825,0.40002189983511327,0.050035236653306545,0.0011392277098174475,2.1899835113248223e-05,3.52366533065418e-05,0.001898712849695746,5.474958778312056e-05,0.000704733066130836,1327262,0.347779865618092,1.0,100,20,5,0.5782324816049883,2.8635347460157274,1.6575426165314509,15.996183612456143,1.5919542042469417,26
orkut,ok,,4621,36745,2,4621,36745,False,none,0.6,0.4,0.1,5.0,0.6004977571920461,0.39993130878745786,0.1001180660275938,0.0004977571920461443,6.869121254216015e-05,0.00011806602759378837,0.0008295953200769073,0.00017172803135540038,0.0011806602759378837,2836401,0.16274144593800383,1.0,100,20,5,0.5743260561535551,2.426612475509486,1.4539811124595885,16.031232367594743,1.6057361389535036,18
orkut,ok,,4621,36745,2,4621,36745,False,none,0.6,0.4,0.15,5.0,0.6008781096420328,0.4004765482396676,0.1502637462808218,0.0008781096420328316,0.00047654823966758464,0.0002637462808218194,0.0014635160700547194,0.0011913705991689616,0.0017583085388121293,6018669,0.046093745976062146,1.0,100,20,5,0.6265023047454512,1.086980478988719,0.8032761414734498,15.600276120874517,1.449527440120737,14
orkut,ok,,4621,36745,2,4621,36745,False,none,0.6,0.6,0.05,5.0,0.598327319552227,0.6005108170966114,0.04996183894289728,0.0016726804477730228,0.0005108170966113823,3.816105710272022e-05,0.0027878007462883714,0.0008513618276856372,0.0007632211420544044,1291826,0.35732289023444336,1.0,100,20,5,0.5860944120957466,2.695382899312172,1.4429812482777666,15.976503851654043,1.6969272731931178,26
orkut,ok,,4621,36745,2,4621,36745,False,none,0.6,0.6,0.1,5.0,0.6014255059425603,0.600809043596634,0.10022858501516296,0.0014255059425603012,0.0008090435966340292,0.0002285850151629576,0.002375843237600502,0.0013484059943900488,0.002285850151629576,2599970,0.17754012546298611,1.0,100,20,5,0.5896575729719958,2.4712054027839674,1.3137639244509474,15.938557989510212,1.680608002787088,18
orkut,ok,,4621,36745,2,4621,36745,False,none,0.6,0.6,0.15,5.0,0.6011314963827308,0.5992441883590487,0.1501227033604245,0.0011314963827308011,0.0007558116409512872,0.0001227033604244976,0.0018858273045513352,0.0012596860682521454,0.000818022402829984,5494469,0.07144584854332603,1.0,100,20,5,0.6012178792891543,1.5960685614909245,1.1180020780342141,15.67728738138416,1.8444456107750047,22
orkut,ok,,4621,36745,2,4621,36745,False,none,0.8,0.2,0.05,5.0,0.8014834832039034,0.2004871573957808,0.05012335604795418,0.0014834832039033463,0.0004871573957807851,0.00012335604795418037,0.001854354004879183,0.0024357869789039255,0.0024671209590836074,1275013,0.36201905392337175,1.0,100,20,5,0.5845963923505094,2.9039050008582037,2.0245446360880295,15.936095166080808,1.4813808873925314,26
orkut,ok,,4621,36745,2,4621,36745,False,none,0.8,0.2,0.1,5.0,0.8015154059980034,0.20047066451144652,0.1002710294237521,0.0015154059980033718,0.0004706645114465058,0.00027102942375209493,0.0018942574975042148,0.002353322557232529,0.0027102942375209493,2426924,0.19019837456797165,1.0,100,20,5,0.5912649098200026,2.464316118486467,2.1378537931891537,16.00542048866996,1.4324019662103533,17
orkut,ok,,4621,36745,2,4621,36745,False,none,0.8,0.2,0.15,5.0,0.8026537080287293,0.20102751436118105,0.15071081226538335,0.002653708028729218,0.0010275143611810367,0.0007108122653833593,0.0033171350359115226,0.005137571805905183,0.004738748435889062,5162775,0.0874473514728029,1.0,100,20,5,0.5797618528795077,1.9841654340316977,1.7912434438225457,15.943829938072884,1.4609990428532635,21
orkut,ok,,4621,36745,2,4621,36745,False,none,0.8,0.4,0.05,5.0,0.8016491150356796,0.3972316483833419,0.050050441061886344,0.0016491150356795492,0.0027683516166581157,5.0441061886341565e-05,0.0020613937945994365,0.006920879041645289,0.0010088212377268313,1244435,0.3709273686452085,1.0,100,20,5,0.5926384262737708,3.018585550757401,1.801412215349618,15.92775157783915,1.581381239891047,25
